genome	relative_abundance	sample
LeechJ_xxxx__AF73__bin_1_PROK	0	C4
PatroJN_2016__SRS1044737__bin_1_PROK	0	C4
MortensenS_xxxx__WK035-1-L-48h-03C9_S46__bin_2_PROK	0	C4
DeFilippisF_xxxx__DS_56__bin_14_PROK	0	C4
MortensenS_xxxx__WK015-2-L-48h-02C6_S84__bin_11_PROK	0	C4
MortensenS_xxxx__WK047-2-G-48h-04C5_S123__bin_3_PROK	0	C4
DeFilippisF_xxxx__DS_103__bin_1_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS10-27__bin_8_PROK	0	C4
AlvarezOrdonezA_xxxx__F03-31__bin_9_PROK	0	C4
MASTER_WP4_UNINA_2__V-24__bin_13_PROK	0	C4
MortensenS_xxxx__WK049-1-L-08h-05A6_S58__bin_2_PROK	0	C4
LeechJ_2020__ERS3967690__bin_3_PROK	0	C4
MortensenS_xxxx__WK044-1-L-48h-03G9_S82__bin_5_EUK	0	C4
MortensenS_xxxx__WK033-2-L-48h-03C3_S40__bin_8_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB09-29__bin_18_PROK	0	C4
WalshL_xxxx__I3__bin_1_PROK	0	C4
WolfeBE_2014__mgm4524502__bin_5_fa_PROK_MiFo_tagged	0	C4
LeechJ_2020__ERS3967738__bin_2_PROK	0	C4
MASTER_WP4_CSIC_2__P2627__bin_10_PROK	0	C4
ZhaoCC_2020__SRS5803195__bin_46_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB08-22__bin_9_PROK	0	C4
DeFilippisF_xxxx__DS_53__bin_8_PROK	0	C4
WalshAM_2020__ERS3466773__bin_6_PROK	0	C4
WalshAM_2020__ERS3466778__bin_3_PROK	0	C4
DeFilippisF_xxxx__DF_67__bin_14_PROK	0.44961256	C4
PorcellatoD_2016__3m-4_S8__bin_1_PROK	0	C4
MortensenS_xxxx__WK008-2-L-08h-01I4_S55__bin_3_PROK	0	C4
MASTER_WP4_UNINA_1__GR111_73417__bin_5_PROK	0	C4
WalshL_xxxx__B4__bin_4_PROK	0	C4
MASTER_WP4_CSIC_1__P2233_73323__bin_6_PROK	0	C4
WolfeBE_2014__mgm4524488__bin_1_fa_PROK_MiFo_tagged	0	C4
WalshL_xxxx__I10__bin_3_PROK	0	C4
DeFilippisF_xxxx__DS_78__bin_1_EUK	0	C4
AlvarezOrdonezA_xxxx__F01-19__bin_6_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-09-M8__bin_33_PROK	0	C4
AlvarezOrdonezA_xxxx__C07-18__bin_11_PROK	0.18920805	C4
WalshL_xxxx__I4__bin_6_PROK	0	C4
ArikanM_2020__ERS1937824__bin_2_EUK	0	C4
DeFilippisF_xxxx__DS_56__bin_5_PROK	0	C4
AlvarezOrdonezA_xxxx__Q06-23__bin_3_PROK	0	C4
FS51_2017_noduplicates_bin_5_fa_PROK_MiFo_tagged	0	C4
WalshL_xxxx__J5__bin_2_PROK	0	C4
MASTER_WP4_CSIC_1__P2238_73323__bin_10_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-15-M10__bin_46_PROK	0	C4
WalshL_xxxx__J8__bin_6_PROK	0	C4
MASTER_WP4_UNINA_1__SC109_71775__bin_25_EUK	0	C4
MASTER_WP4_TEAGASC_1__TGS04-30__bin_14_PROK	0	C4
MASTER_WP4_CSIC_2__P2558__bin_20_PROK	0	C4
MASTER_WP4_CSIC_2__P2587__bin_15_PROK	0	C4
MortensenS_xxxx__WK053-2-G-48h-05G5_S111__bin_4_PROK	0	C4
MASTER_WP4_CSIC_2__P2583__bin_4_PROK	0	C4
MortensenS_xxxx__WK026-2-L-48h-02I2_S12__bin_8_PROK	0	C4
MASTER_WP4_UNINA_1__PM003_71775__bin_9_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB05-29__bin_33_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS01-30__bin_7_PROK	0	C4
WalshL_xxxx__P5__bin_4_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-03-M5__bin_37_PROK	0	C4
MortensenS_xxxx__WK011-2-L-08h-02A7_S67__bin_4_PROK	0	C4
WalshAM_2020__ERS3466741__bin_3_PROK	0	C4
MASTER_WP4_CSIC_1__P2235_73323__bin_20_PROK	0	C4
MASTER_WP4_UNINA_1__CS007_71775__bin_13_PROK	0	C4
PatroJN_2016__SRS1044731__bin_15_PROK	0	C4
MASTER_WP4_UNINA_1__GO102_71775__bin_29_EUK	0	C4
LeechJ_2020__ERS3967733__bin_7_PROK	0	C4
MASTER_WP4_CSIC_1__P2235_73323__bin_23_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-14-M17__bin_28_PROK	0	C4
MortensenS_xxxx__WK031-1-L-48h-03B2_S30__bin_3_PROK	0	C4
MASTER_WP4_CSIC_1__P2243_73323__bin_13_PROK	0	C4
MASTER_WP4_CSIC_1__P2244_73323__bin_4_EUK	0	C4
PfeferT_xxxx__SRS2870592__bin_6_PROK	0	C4
WolfeBE_2014__917_Abondance__bin_7_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB16-30__bin_14_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS01-24__bin_4_PROK	0	C4
MASTER_WP4_UNINA_2__H-28__bin_1_PROK	0	C4
MASTER_WP4_CSIC_2__P2531__bin_5_PROK	0	C4
WalshL_xxxx__R1__bin_5_PROK	0	C4
MASTER_WP4_CSIC_1__P2177_73322__bin_9_PROK	0	C4
LeechJ_xxxx__AF38__bin_7_PROK	0	C4
MASTER_WP4_CSIC_1__P2154_73322__bin_2_PROK	0	C4
LeechJ_xxxx__AF20__bin_5_PROK	0	C4
AlvarezOrdonezA_xxxx__C07-16__bin_7_PROK	0	C4
MortensenS_xxxx__WK048-2-L-48h-03I9_S100__bin_1_PROK	0	C4
WalshL_xxxx__Q1__bin_11_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB10-23__bin_4_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS12-29__bin_14_PROK	0	C4
MortensenS_xxxx__WK019-2-L-08h-02E3_S99__bin_2_PROK	0	C4
MASTER_WP4_CSIC_2__P2578__bin_17_PROK	0	C4
MortensenS_xxxx__WK059-2-G-48h-05H2_S117__bin_3_PROK	0	C4
LeechJ_xxxx__AF83__bin_7_PROK	0	C4
MASTER_WP4_UNINA_1__FO011_71775__bin_19_PROK	0	C4
DeFilippisF_xxxx__DF_77__bin_14_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB06-30__bin_8_PROK	0	C4
MASTER_WP4_UNINA_2__O-30__bin_13_EUK	0	C4
MASTER_WP4_UNINA_2__M-29__bin_12_PROK	0	C4
MortensenS_xxxx__WK044-1-L-48h-03G9_S82__bin_12_PROK	0	C4
MortensenS_xxxx__WK022-2-L-08h-02F9_S114__bin_2_PROK	0	C4
AlvarezOrdonezA_xxxx__F02-19__bin_10_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB09-30__bin_38_PROK	0	C4
EBC_082_8_fa_PROK_MiFo_tagged	0	C4
AlvarezOrdonezA_xxxx__F04-17__bin_3_PROK	0	C4
LeechJ_xxxx__AF81__bin_10_PROK	0	C4
PfeferT_xxxx__SRS2870600__bin_3_PROK	0	C4
LandisEA_2021__SRS5652931__bin_3_PROK	0	C4
LandisEA_2021__SRS5653217__bin_3_PROK	0	C4
MortensenS_xxxx__WK017-2-L-08h-02D4_S91__bin_4_PROK	0	C4
AlvarezOrdonezA_xxxx__Q05-22__bin_1_PROK	0	C4
AlvarezOrdonezA_xxxx__Q04-27__bin_4_PROK	0	C4
WalshL_xxxx__V3__bin_3_PROK	0	C4
DeFilippisF_xxxx__DF_123__bin_1_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS04-28__bin_12_PROK	0	C4
MortensenS_xxxx__WK030-2-L-08h-03A8_S27__bin_3_EUK	0	C4
MortensenS_xxxx__WK022-1-L-48h-02F8_S113__bin_14_PROK	0	C4
MASTER_WP4_UNINA_2__T-25__bin_5_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-14-M18__bin_1_PROK	0	C4
AlvarezOrdonezA_xxxx__Q02-28__bin_16_PROK	0	C4
MASTER_WP4_UNINA_2__O-25__bin_5_PROK	0	C4
MASTER_WP4_FFoQSI_1__RC17-01__bin_8_PROK	0	C4
MortensenS_xxxx__WK004-2-L-08h-01G6_S39__bin_3_PROK	0	C4
MASTER_WP4_CSIC_2__P2610__bin_13_PROK	0	C4
WalshL_xxxx__O1__bin_2_PROK	0	C4
YulandiA_2020__SRS6115052__bin_5_PROK	0	C4
WalshAM_2020__ERS3466783__bin_4_PROK	0	C4
MortensenS_xxxx__WK050-2-L-08h-04C9_S127__bin_7_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB13-29__bin_36_PROK	0	C4
MortensenS_xxxx__WK047-2-L-08h-03I4_S95__bin_4_PROK	0	C4
MASTER_WP4_CSIC_2__P2614__bin_52_EUK	0	C4
MortensenS_xxxx__WK039-2-L-48h-03E9_S64__bin_9_PROK	0	C4
MortensenS_xxxx__WK056-2-G-48h-05G8_S114__bin_4_PROK	0	C4
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin_36_PROK	0	C4
MortensenS_xxxx__WK045-1-L-08h-03H3_S85__bin_8_PROK	0	C4
BertuzziAS_2018__ERS2032116__bin_4_PROK	0	C4
MASTER_WP4_CSIC_2__P2613__bin_15_PROK	0	C4
DeFilippisF_xxxx__DF_8__bin_11_EUK	0	C4
MASTER_WP4_CSIC_2__P2589__bin_9_PROK	0	C4
MASTER_WP4_CSIC_1__P2176_73322__bin_2_PROK	0	C4
WalshL_xxxx__A11__bin_2_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB05-29__bin_26_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-16-M15__bin_33_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-05-BG__bin_4_PROK	0	C4
MASTER_WP4_FFoQSI_1__DC18-F-BC__bin_2_PROK	0	C4
WalshL_xxxx__Q4__bin_4_PROK	0	C4
WolfeBE_2014__mgm4524499__bin_2_fa_PROK_MiFo_tagged	0	C4
DeFilippisF_xxxx__DF_121__bin_5_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB13-30__bin_10_PROK	0	C4
MASTER_WP4_UNINA_1__PR102_71775__bin_6_PROK	0	C4
MortensenS_xxxx__WK044-2-L-08h-03H1_S83__bin_10_EUK	0	C4
MortensenS_xxxx__WK017-1-L-08h-02D2_S89__bin_6_PROK	0	C4
MASTER_WP4_CSIC_2__P2588__bin_19_PROK	0	C4
MortensenS_xxxx__WK001T-1-L-16h-05F1_S98__bin_8_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS01-25__bin_3_PROK	0	C4
MASTER_WP4_CSIC_2__P2581__bin_4_EUK	0	C4
MASTER_WP4_TEAGASC_1__TGS13-27__bin_3_PROK	0	C4
MortensenS_xxxx__WK011-2-L-48h-02A8_S68__bin_3_PROK	0	C4
MortensenS_xxxx__WK004-1-L-48h-01G5_S38__bin_13_PROK	0	C4
MortensenS_xxxx__WK048-2-G-48h-04C6_S124__bin_6_EUK	0	C4
LeechJ_xxxx__AF12__bin_1_PROK	0	C4
MASTER_WP4_CSIC_2__P2587__bin_10_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-16-M15__bin_24_PROK	0	C4
MortensenS_xxxx__WK050-2-L-48h-04D1_S128__bin_9_PROK	0	C4
MortensenS_xxxx__WK060-2-G-48h-05H3_S118__bin_2_PROK	0	C4
AlvarezOrdonezA_xxxx__Q07-27__bin_6_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-09-AG__bin_43_PROK	0	C4
WolfeBE_2014__771_Tarentaise__bin_9_PROK	0	C4
MortensenS_xxxx__WK033-1-L-08h-03B9_S37__bin_1_PROK	0	C4
MASTER_WP4_UNINA_1__MO007_73418__bin_1_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB16-30__bin_30_PROK	0	C4
MASTER_WP4_CSIC_1__P2190_73322__bin_1_PROK	0	C4
DeFilippisF_xxxx__DF_101__bin_13_PROK	0	C4
MASTER_WP4_CSIC_1__P2188_73322__bin_11_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-16-M13__bin_10_PROK	0	C4
AlvarezOrdonezA_xxxx__Q06-30__bin_11_PROK	0	C4
WalshL_xxxx__O9__bin_7_PROK	0	C4
DeFilippisF_xxxx__DF_100__bin_20_PROK	0	C4
MortensenS_xxxx__WK004-1-L-08h-01G4_S37__bin_1_PROK	0	C4
LeechJ_xxxx__AF43__bin_11_PROK	0	C4
MASTER_WP4_UNINA_1__AS207_73417__bin_3_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB15-25__bin_8_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB15-22__bin_3_PROK	0	C4
MortensenS_xxxx__WK028-1-L-48h-02I8_S18__bin_5_PROK	0	C4
MASTER_WP4_UNINA_1__CM008_71775__bin_20_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB08-30__bin_33_PROK	0	C4
DeFilippisF_xxxx__DS_1__bin_1_EUK	0	C4
MASTER_WP4_UNINA_1__MO005_73417__bin_12_PROK	0	C4
BertuzziAS_2018__ERS2032123__bin_1_PROK	0	C4
MASTER_WP4_UNINA_1__TA011_71775__bin_28_EUK	0	C4
WalshL_xxxx__D12__bin_4_PROK	0	C4
VerceM_2019__ERS1807709__bin_1_PROK	0	C4
WalshAM_2020__ERS3466756__bin_4_PROK	0	C4
MortensenS_xxxx__WK044-2-L-08h-03H1_S83__bin_7_PROK	0	C4
QuigleyL_2016__ERS654083__bin_9_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB02-29__bin_20_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB12-F-AR__bin_43_PROK	0	C4
AlvarezOrdonezA_xxxx__Q06-29__bin_7_PROK	0	C4
MASTER_WP4_UNINA_1__PU010_71775__bin_2_PROK	0	C4
MortensenS_xxxx__WK028-2-G-48h-04A4_S104__bin_6_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS03-21__bin_1_PROK	0	C4
KastmanEK_2016__CSB734__bin_8_EUK	0	C4
MASTER_WP4_UNINA_1__SA009_71775__bin_2_PROK	0	C4
AlvarezOrdonezA_xxxx__Q07-21__bin_3_PROK	0	C4
MASTER_WP4_UNINA_2__J-19__bin_26_PROK	0	C4
MortensenS_xxxx__WK035-2-L-48h-03D2_S48__bin_2_EUK	0	C4
SternesPR_2017__Control1_A_shotgun__bin_1_EUK	0	C4
AlvarezOrdonezA_xxxx__Q05-23__bin_1_PROK	0	C4
WalshAM_2020__ERS3466750__bin_3_PROK	0	C4
WalshL_xxxx__V5__bin_1_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB05-29__bin_32_PROK	0	C4
MASTER_WP4_UNINA_2__J-17__bin_45_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-06-BG__bin_38_PROK	0	C4
MortensenS_xxxx__WK006-1-L-48h-01H4_S46__bin_12_PROK	0	C4
LeechJ_xxxx__AF84__bin_18_PROK	0	C4
MortensenS_xxxx__WK031-2-G-48h-04A7_S107__bin_3_PROK	0	C4
MortensenS_xxxx__WK043-1-L-48h-03G5_S78__bin_3_PROK	0	C4
MortensenS_xxxx__WK064-1-L-48h-05A3_S55__bin_4_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-16-BD__bin_8_PROK	0	C4
AlvarezOrdonezA_xxxx__Q07-22__bin_14_PROK	0	C4
MortensenS_xxxx__WK041-2-G-48h-04B8_S117__bin_7_PROK	0	C4
MASTER_WP4_CSIC_1__P2_200_75211__bin_7_PROK	0	C4
AlvarezOrdonezA_xxxx__R03-19__bin_23_PROK	0	C4
PothakosV_2020__ERS2068301__bin_6_PROK	0	C4
MASTER_WP4_CSIC_1__P2238_73323__bin_12_PROK	0	C4
MASTER_WP4_CSIC_1__P2146_73322__bin_4_PROK	0	C4
MortensenS_xxxx__WK047-2-G-48h-04C5_S123__bin_5_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-16-M14__bin_18_PROK	0	C4
MASTER_WP4_UNINA_1__PM002_71775__bin_9_PROK	0	C4
LeechJ_xxxx__AF66__bin_8_PROK	0	C4
LeechJ_xxxx__AF44__bin_8_PROK	0	C4
DeFilippisF_xxxx__DF_123__bin_4_PROK	0	C4
MASTER_WP4_UNINA_2__V-25_1__bin_21_PROK	0	C4
DeFilippisF_xxxx__DS_90__bin_4_PROK	0	C4
MASTER_WP4_UNINA_2__V-24_1__bin_16_PROK	0	C4
MASTER_WP4_UNINA_2__M-26_1__bin_8_PROK	0	C4
MASTER_WP4_CSIC_1__P2143_73322__bin_15_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-16-AG__bin_22_PROK	0	C4
WalshAM_2020__ERS3466733__bin_6_PROK	0	C4
MASTER_WP4_CSIC_2__P2545__bin_22_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB14-F-AR__bin_45_PROK	0	C4
MortensenS_xxxx__WK034-1-L-08h-03C4_S41__bin_5_PROK	0	C4
MortensenS_xxxx__WK001T-1-L-16h-05F1_S98__bin_6_PROK	0	C4
MASTER_WP4_CSIC_2__P2614__bin_19_EUK	0	C4
MASTER_WP4_FFoQSI_1__VB-15-M10__bin_14_PROK	0	C4
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin_43_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-06-M1__bin_1_PROK	0	C4
MortensenS_xxxx__WK050-2-G-48h-04D2_S129__bin_6_PROK	0	C4
LeechJ_xxxx__AF50__bin_1_PROK	0	C4
MASTER_WP4_UNINA_2__U-22__bin_5_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB12-F-BR__bin_31_PROK	0	C4
MortensenS_xxxx__WK053-2-L-48h-04E6_S13__bin_10_PROK	0	C4
WalshL_xxxx__O3__bin_6_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-09-AG__bin_57_PROK	0	C4
BertuzziAS_2018__ERS2032092__bin_10_PROK	0	C4
WalshL_xxxx__S2__bin_4_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB15-22__bin_7_PROK	0	C4
DeFilippisF_xxxx__DF_4__bin_21_PROK	0	C4
YulandiA_2020__SRS6115053__bin_10_PROK	0	C4
AlvarezOrdonezA_xxxx__Q06-25__bin_5_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-16-AG__bin_48_PROK	0	C4
EBC_080_1_fa_PROK_MiFo_tagged	0	C4
WolfeBE_2014__mgm4524483__bin_7_fa_PROK_MiFo_tagged	0	C4
MortensenS_xxxx__WK060-2-G-48h-05H3_S118__bin_3_EUK	0	C4
MASTER_WP4_CSIC_1__P2137_73322__bin_21_PROK	0	C4
MASTER_WP4_CSIC_2__P2540__bin_3_PROK	0	C4
MortensenS_xxxx__WK068-2-G-48h-05I3_S127__bin_3_PROK	0	C4
AlvarezOrdonezA_xxxx__Q01-29__bin_3_PROK	0	C4
MortensenS_xxxx__WK024-2-G-48h-01E9_S24__bin_6_PROK	0	C4
MortensenS_xxxx__WK009-1-L-08h-01I6_S57__bin_2_PROK	0	C4
LeechJ_xxxx__AF47__bin_1_PROK	0	C4
LiZ_2018__SRS2920551__bin_23_PROK	0	C4
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin_39_PROK	0	C4
AlvarezOrdonezA_xxxx__C06-16__bin_9_PROK	0	C4
MASTER_WP4_FFoQSI_1__KM-1D__bin_24_PROK	0	C4
MortensenS_xxxx__WK069-2-L-48h-05D2_S81__bin_2_PROK	0	C4
BertuzziAS_2018__ERS2032119__bin_2_PROK	0	C4
MASTER_WP4_CSIC_1__P2215_73323__bin_5_PROK	0	C4
MASTER_WP4_FFoQSI_1__KM-5D__bin_25_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB03-30__bin_19_PROK	0	C4
AlvarezOrdonezA_xxxx__Q03-21__bin_5_PROK	0	C4
FerrocinoI_2018__SRS1779545__bin_1_PROK	0	C4
MASTER_WP4_CSIC_2__P2628__bin_17_PROK	0	C4
MortensenS_xxxx__WK013-1-L-48h-02B5_S74__bin_5_PROK	0	C4
SternesPR_2017__Y3D3_B_shotgun__bin_5_EUK	0	C4
MASTER_WP4_FFoQSI_1__KM-4G__bin_23_PROK	0	C4
MortensenS_xxxx__WK016-2-L-48h-02D1_S88__bin_4_PROK	0	C4
MASTER_WP4_UNINA_1__GO013_71775__bin_2_PROK	0	C4
MortensenS_xxxx__WK011-1-L-48h-02A6_S66__bin_1_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB15-28__bin_5_PROK	0	C4
MASTER_WP4_UNINA_1__SP009_71775__bin_30_PROK	0.46645302	C4
MASTER_WP4_FFoQSI_1__VB-09-M7__bin_19_PROK	0	C4
MortensenS_xxxx__WK051-2-L-08h-04D6_S4__bin_2_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS04-30__bin_5_PROK	0	C4
LeechJ_2020__ERS3967692__bin_3_PROK	0	C4
DeFilippisF_xxxx__DS_3__bin_3_PROK	0	C4
MASTER_WP4_UNINA_2__T-22__bin_22_PROK	0	C4
WalshAM_2020__ERS3466718__bin_3_PROK	0	C4
MASTER_WP4_UNINA_2__T-24_1__bin_6_PROK	0	C4
EscobarZepedaA_2016__SRS974112__bin_32_PROK	0	C4
LeechJ_2020__ERS3967742__bin_2_PROK	0	C4
LeechJ_2020__ERS3967745__bin_1_PROK	0	C4
DeFilippisF_xxxx__DF_77__bin_16_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB13-26__bin_6_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB02-28__bin_16_PROK	0	C4
MortensenS_xxxx__WK001-2-L-48h-01F4_S28__bin_10_PROK	0	C4
AlvarezOrdonezA_xxxx__Q07-22__bin_22_PROK	0	C4
MASTER_WP4_CSIC_1__P2149_73322__bin_31_PROK	0	C4
LeechJ_xxxx__AF41__bin_4_PROK	0	C4
MASTER_WP4_CSIC_2__P2626__bin_5_PROK	0	C4
MASTER_WP4_CSIC_2__P2556__bin_2_PROK	0	C4
LeechJ_2020__ERS3967717__bin_6_PROK	0	C4
MASTER_WP4_UNINA_2__T-28__bin_7_PROK	0	C4
MASTER_WP4_CSIC_1__P2233_73323__bin_8_PROK	0	C4
MASTER_WP4_UNINA_2__V-24__bin_3_PROK	0	C4
MASTER_WP4_CSIC_2__P2502__bin_6_PROK	0	C4
MASTER_WP4_CSIC_2__P2548__bin_4_EUK	0	C4
EBC_140_5_fa_PROK_MiFo_tagged	0	C4
MASTER_WP4_UNINA_2__I-25_1__bin_5_PROK	0	C4
DeFilippisF_xxxx__DF_118__bin_5_EUK	0	C4
MASTER_WP4_FFoQSI_2__VB04-28__bin_8_PROK	0	C4
WalshAM_2020__ERS3466737__bin_1_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS13-27__bin_4_PROK	0	C4
MortensenS_xxxx__WK025-2-G-48h-04A1_S101__bin_3_PROK	0	C4
LeechJ_xxxx__AF55__bin_7_EUK	0	C4
LeechJ_2020__ERS3967720__bin_5_PROK	0	C4
MortensenS_xxxx__WK001-1-L-48h-01F2_S26__bin_6_PROK	0	C4
EBC_089_4_fa_PROK_MiFo_tagged	0	C4
MortensenS_xxxx__WK022-2-L-08h-02F9_S114__bin_11_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB01-30__bin_15_PROK	0	C4
LeechJ_2020__ERS3967738__bin_1_PROK	0	C4
MASTER_WP4_CSIC_2__P2637__bin_1_PROK	0	C4
WalshL_xxxx__W10__bin_1_PROK	0	C4
DeFilippisF_xxxx__DF_60__bin_1_PROK	0	C4
MortensenS_xxxx__WK022-2-L-08h-02F9_S114__bin_8_PROK	0	C4
MortensenS_xxxx__WK051-2-G-48h-04D3_S1__bin_3_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-09-M8__bin_14_PROK	0	C4
MASTER_WP4_UNINA_2__I-22__bin_13_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB05-24__bin_4_PROK	0	C4
MASTER_WP4_UNINA_1__SF011_73417__bin_10_PROK	0	C4
MortensenS_xxxx__WK001-1-L-08h-01F1_S25__bin_1_PROK	0	C4
MASTER_WP4_CSIC_2__P2477__bin_1_PROK	0	C4
MortensenS_xxxx__WK050-1-L-08h-04C7_S125__bin_9_EUK	0	C4
DuruIC_2018__ERS2061101__bin_1_PROK	0	C4
MASTER_WP4_UNINA_1__PA207_73417__bin_3_PROK	0	C4
AlvarezOrdonezA_xxxx__R03-19__bin_11_PROK	0	C4
MASTER_WP4_CSIC_1__P2156_73322__bin_7_PROK	0	C4
BertuzziAS_2018__ERS2032096__bin_2_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB05-24__bin_1_PROK	0	C4
LandisEA_2021__SRS5653132__bin_1_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS03-23__bin_4_PROK	0	C4
EBC_080_9_fa_PROK_MiFo_tagged	0	C4
MortensenS_xxxx__WK068-2-L-48h-05C7_S77__bin_3_EUK	0	C4
MASTER_WP4_UNINA_2__M-29__bin_8_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB12-F-AR__bin_40_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB07-30__bin_14_PROK	0	C4
DeFilippisF_xxxx__DF_33__bin_13_PROK	0	C4
MASTER_WP4_UNINA_1__PU007_71775__bin_10_PROK	0	C4
DeFilippisF_xxxx__DF_85__bin_12_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB15-27__bin_4_PROK	0	C4
DeRoosJ_2020__B9M__bin_2_PROK	0	C4
MASTER_WP4_FFoQSI_1__KM-1D__bin_12_PROK	0	C4
MASTER_WP4_UNINA_2__V-26_1__bin_13_PROK	0	C4
MortensenS_xxxx__WK018T-2-G-00h-05I8_S132__bin_5_PROK	0	C4
WalshL_xxxx__k9__bin_7_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB04-30__bin_29_PROK	0	C4
WalshL_xxxx__U2__bin_1_PROK	0	C4
LandisEA_2021__SRS5653333__bin_1_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS12-29__bin_5_PROK	0	C4
MortensenS_xxxx__WK010-2-L-48h-02A4_S64__bin_6_PROK	0	C4
MASTER_WP4_CSIC_1__P2217_73323__bin_1_PROK	0.39279082	C4
MASTER_WP4_FFoQSI_1__VB-16-M15__bin_27_PROK	0	C4
MortensenS_xxxx__WK006-2-L-48h-01H6_S48__bin_6_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS13-22__bin_27_PROK	0	C4
DeFilippisF_xxxx__DS_110__bin_12_PROK	0	C4
MASTER_WP4_CSIC_2__P2555__bin_12_PROK	0	C4
MortensenS_xxxx__WK024-2-G-48h-01E9_S24__bin_2_PROK	0	C4
MASTER_WP4_CSIC_2__P2630__bin_10_PROK	0	C4
MASTER_WP4_CSIC_2__P2586__bin_10_PROK	0	C4
MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin_4_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS06-28__bin_3_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-06-AD__bin_7_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB08-30__bin_16_PROK	0	C4
DeFilippisF_xxxx__DS_87__bin_4_PROK	0	C4
LeechJ_xxxx__AF55__bin_10_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB09-30__bin_51_EUK	0	C4
AlvarezOrdonezA_xxxx__Q06-28__bin_5_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB07-22__bin_12_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB03-23__bin_1_PROK	0	C4
EBC_133_14_fa_PROK_MiFo_tagged	0	C4
LeechJ_2020__ERS3967695__bin_6_PROK	0	C4
